loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
4900,4900,4900.0, 36 months,9.17,156.21,B,B1,Fully Paid
15600,15600,15600.0, 36 months,9.17,497.32,B,B2,Fully Paid
12400,12400,12400.0, 36 months,13.49,420.74,C,C2,Fully Paid
30000,30000,30000.0, 60 months,22.74,841.24,E,E1,Fully Paid
25000,25000,25000.0, 60 months,21.48,683.11,E,E2,Fully Paid
28000,28000,27975.0, 36 months,9.67,899.15,B,B1,Fully Paid
18200,18200,18200.0, 36 months,7.62,567.14,A,A3,Fully Paid
20725,20725,20675.0, 36 months,11.99,688.27,B,B3,Fully Paid
20000,20000,19975.0, 36 months,8.18,628.39,B,B1,Fully Paid
8400,8400,8400.0, 36 months,15.61,293.71,D,D1,Fully Paid
17000,17000,17000.0, 60 months,20.49,455.05,E,E4,Fully Paid
14400,14400,14400.0, 36 months,10.99,471.37,B,B3,Fully Paid
10000,10000,10000.0, 60 months,18.06,254.27,D,D2,Fully Paid
20000,20000,20000.0, 36 months,9.99,645.25,B,B3,Fully Paid
5000,5000,5000.0, 36 months,11.53,164.96,B,B5,Fully Paid
21000,21000,21000.0, 36 months,9.93,676.93,B,B2,Fully Paid
5000,5000,5000.0, 60 months,16.45,122.79,E,E1,Fully Paid
12000,12000,12000.0, 60 months,17.14,299.14,D,D4,Fully Paid
7250,7250,7250.0, 36 months,8.49,228.84,B,B1,Fully Paid
35000,35000,35000.0, 36 months,7.39,1086.96,A,A4,Fully Paid
24725,24725,24725.0, 36 months,9.99,797.7,B,B3,Fully Paid
8325,8325,8325.0, 36 months,11.98,276.43,B,B5,Fully Paid
20000,20000,20000.0, 36 months,6.89,616.54,A,A3,Fully Paid
20000,20000,20000.0, 36 months,5.32,602.3,A,A1,Fully Paid
11150,11150,11150.0, 60 months,19.52,292.44,E,E2,Fully Paid
15000,15000,15000.0, 36 months,10.75,489.31,B,B4,Fully Paid
7500,7500,7500.0, 36 months,17.14,267.92,D,D4,Fully Paid
5000,5000,5000.0, 36 months,9.99,161.32,B,B3,Fully Paid
8250,8250,8250.0, 36 months,15.49,287.98,C,C4,Fully Paid
5000,5000,5000.0, 36 months,12.99,168.45,C,C1,Fully Paid
15000,15000,15000.0, 36 months,12.79,503.9,C,C1,Fully Paid
12000,12000,12000.0, 36 months,14.09,410.66,B,B5,Fully Paid
9025,9025,9025.0, 36 months,18.25,327.41,D,D3,Fully Paid
21000,21000,21000.0, 60 months,25.83,626.64,G,G2,Fully Paid
18000,18000,18000.0, 36 months,9.67,578.03,B,B1,Fully Paid
13675,13675,13675.0, 60 months,24.08,394.04,F,F2,Fully Paid
9500,9500,9425.0, 36 months,18.49,345.79,D,D2,Fully Paid
8500,8500,8500.0, 36 months,8.24,267.31,B,B1,Fully Paid
10700,10700,10700.0, 36 months,12.42,357.55,B,B4,Fully Paid
16000,16000,16000.0, 36 months,11.22,525.49,B,B5,Fully Paid
10000,10000,10000.0, 36 months,6.08,304.59,A,A2,Fully Paid
15000,15000,15000.0, 36 months,7.59,467.22,A,A3,Fully Paid
25000,25000,25000.0, 36 months,6.24,763.28,A,A2,Fully Paid
25000,25000,25000.0, 36 months,13.99,854.32,C,C4,Fully Paid
8000,8000,8000.0, 36 months,10.15,258.71,B,B2,Fully Paid
20000,20000,20000.0, 60 months,20.49,535.35,E,E4,Fully Paid
12225,12225,12225.0, 36 months,12.79,410.68,C,C1,Fully Paid
18075,18075,18075.0, 60 months,21.98,499.01,E,E4,Fully Paid
12400,12400,12400.0, 60 months,20.0,328.53,D,D4,Fully Paid
4050,4050,4050.0, 36 months,13.67,137.78,C,C3,Fully Paid
13000,13000,13000.0, 36 months,6.03,395.67,A,A1,Fully Paid
10000,10000,10000.0, 36 months,13.35,338.63,C,C2,Fully Paid
1600,1600,1600.0, 36 months,13.33,54.17,C,C3,Fully Paid
20550,20550,20550.0, 36 months,12.69,689.35,C,C2,Fully Paid
6000,6000,5500.0, 36 months,5.42,180.96,A,A1,Fully Paid
30000,30000,30000.0, 36 months,12.12,998.15,B,B3,Fully Paid
15000,15000,15000.0, 36 months,13.11,506.21,B,B4,Fully Paid
11275,11275,11275.0, 60 months,11.99,250.75,B,B5,Fully Paid
30000,30000,30000.0, 36 months,10.99,982.02,B,B2,Fully Paid
10000,10000,10000.0, 36 months,7.89,312.86,A,A5,Fully Paid
18000,18000,18000.0, 36 months,7.89,563.15,A,A5,Fully Paid
12000,12000,12000.0, 60 months,15.31,287.44,C,C4,Fully Paid
10000,10000,10000.0, 36 months,6.89,308.27,A,A3,Fully Paid
8000,8000,8000.0, 36 months,9.99,258.1,B,B3,Fully Paid
15000,15000,15000.0, 36 months,6.89,462.41,A,A3,Fully Paid
24000,24000,24000.0, 36 months,10.78,783.24,B,B4,Fully Paid
10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Fully Paid
24000,24000,24000.0, 36 months,12.59,803.93,C,C2,Fully Paid
25000,25000,25000.0, 60 months,15.59,602.52,D,D1,Fully Paid
23225,23225,23225.0, 36 months,8.19,729.83,A,A5,Fully Paid
40000,40000,40000.0, 60 months,16.02,973.15,C,C5,Fully Paid
12000,12000,12000.0, 36 months,7.89,375.43,A,A5,Fully Paid
12000,12000,12000.0, 36 months,5.32,361.38,A,A1,Fully Paid
4200,4200,4200.0, 36 months,14.65,144.88,C,C2,Fully Paid
8000,8000,8000.0, 36 months,11.49,263.78,B,B5,Fully Paid
20000,20000,20000.0, 36 months,6.24,610.62,A,A2,Fully Paid
2500,2500,2500.0, 36 months,13.33,84.64,C,C3,Fully Paid
10000,10000,10000.0, 36 months,6.07,304.54,A,A2,Fully Paid
32000,32000,32000.0, 36 months,11.55,1056.0,B,B4,Fully Paid
23275,23275,23275.0, 36 months,13.68,791.88,C,C1,Fully Paid
25000,25000,25000.0, 36 months,7.69,779.84,A,A4,Fully Paid
24000,24000,24000.0, 60 months,21.6,657.41,E,E3,Fully Paid
18000,18000,18000.0, 60 months,13.35,412.79,C,C2,Fully Paid
5000,5000,5000.0, 36 months,18.49,182.0,E,E2,Fully Paid
15000,15000,15000.0, 36 months,12.74,503.54,C,C1,Fully Paid
6250,6250,6250.0, 36 months,13.11,210.92,B,B4,Fully Paid
15000,15000,14950.0, 36 months,14.09,513.33,B,B5,Fully Paid
40000,40000,40000.0, 36 months,7.97,1252.91,A,A5,Fully Paid
8000,8000,8000.0, 36 months,14.65,275.96,C,C5,Fully Paid
18100,18100,18100.0, 60 months,19.99,479.44,D,D4,Fully Paid
28000,28000,28000.0, 36 months,7.9,876.13,A,A4,Fully Paid
10000,10000,10000.0, 36 months,26.24,404.19,E,E5,Fully Paid
18000,18000,18000.0, 36 months,11.39,592.63,B,B3,Fully Paid
4000,4000,4000.0, 36 months,15.99,140.61,D,D2,Fully Paid
6000,6000,5750.0, 36 months,9.16,191.25,B,B2,Fully Paid
4000,4000,3750.0, 36 months,11.99,132.84,C,C1,Fully Paid
11200,11200,11200.0, 60 months,13.99,260.55,C,C4,Fully Paid
28000,28000,28000.0, 60 months,9.44,587.24,B,B1,Fully Paid
17000,17000,17000.0, 36 months,5.93,516.64,A,A1,Fully Paid
7000,7000,7000.0, 36 months,9.17,223.16,B,B2,Fully Paid
15000,15000,15000.0, 36 months,8.18,471.3,B,B1,Fully Paid
15000,15000,15000.0, 36 months,10.99,491.01,B,B4,Fully Paid
20000,20000,20000.0, 60 months,11.44,439.25,B,B4,Fully Paid
6000,6000,6000.0, 36 months,6.99,185.24,A,A2,Fully Paid
4800,4800,4800.0, 36 months,11.49,158.27,B,B5,Fully Paid
17000,17000,17000.0, 36 months,11.99,564.57,B,B3,Fully Paid
7000,7000,7000.0, 36 months,15.59,244.69,C,C5,Fully Paid
10000,10000,10000.0, 36 months,9.17,318.79,B,B2,Fully Paid
10000,10000,10000.0, 36 months,6.62,307.04,A,A2,Fully Paid
10000,10000,10000.0, 36 months,19.03,366.72,D,D3,Fully Paid
9600,9600,9600.0, 36 months,11.53,316.71,B,B5,Fully Paid
16500,16500,16500.0, 36 months,9.17,526.01,B,B1,Fully Paid
25000,25000,25000.0, 60 months,12.99,568.7,C,C2,Fully Paid
25000,25000,25000.0, 36 months,16.29,882.51,C,C5,Fully Paid
16000,16000,16000.0, 60 months,11.99,355.84,C,C1,Fully Paid
2675,2675,2675.0, 36 months,15.99,94.04,C,C5,Fully Paid
15000,15000,14950.0, 36 months,9.99,483.94,B,B3,Fully Paid
6500,6500,6500.0, 36 months,8.39,204.86,B,B1,Fully Paid
12475,12475,12475.0, 60 months,9.17,260.0,B,B2,Fully Paid
8000,8000,8000.0, 36 months,9.67,256.9,B,B1,Fully Paid
5000,5000,5000.0, 36 months,10.99,163.67,B,B4,Fully Paid
11000,11000,11000.0, 36 months,9.17,350.67,B,B2,Fully Paid
7000,7000,7000.0, 36 months,6.49,214.52,A,A2,Fully Paid
20000,20000,20000.0, 60 months,16.02,486.58,C,C5,Fully Paid
12000,12000,12000.0, 36 months,14.09,410.66,B,B5,Fully Paid
10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Fully Paid
10000,10000,10000.0, 36 months,14.99,346.61,C,C4,Fully Paid
13000,13000,13000.0, 36 months,14.65,448.43,C,C2,Fully Paid
8000,8000,8000.0, 36 months,10.75,260.97,B,B4,Fully Paid
4000,4000,4000.0, 36 months,10.99,130.94,B,B3,Fully Paid
34000,34000,34000.0, 60 months,14.08,792.54,C,C3,Fully Paid
20225,20225,20225.0, 36 months,13.67,688.01,C,C4,Fully Paid
8000,8000,8000.0, 36 months,11.99,265.68,B,B3,Fully Paid
10000,10000,10000.0, 36 months,18.99,366.51,D,D3,Fully Paid
11200,11200,11200.0, 60 months,20.0,296.74,D,D4,Fully Paid
28000,28000,28000.0, 36 months,7.59,872.14,A,A3,Fully Paid
15000,15000,14950.0, 36 months,11.99,498.15,B,B3,Fully Paid
5000,5000,4932.507409911581, 36 months,9.25,159.59,B,B2,Fully Paid
35000,35000,35000.0, 36 months,8.38,1102.92,B,B1,Fully Paid
25000,25000,25000.0, 36 months,11.67,826.43,B,B4,Fully Paid
3600,3600,3600.0, 36 months,14.85,124.54,C,C5,Fully Paid
20375,20375,20375.0, 36 months,10.99,666.96,B,B3,Fully Paid
28400,28400,28400.0, 36 months,18.99,1040.89,D,D4,Fully Paid
15000,15000,15000.0, 60 months,12.62,338.39,C,C1,Fully Paid
32100,32100,32100.0, 36 months,9.49,1028.11,B,B2,Fully Paid
12000,12000,12000.0, 36 months,8.24,377.37,B,B1,Fully Paid
11700,11700,11700.0, 36 months,16.29,413.02,C,C4,Fully Paid
1000,1000,1000.0, 36 months,12.62,33.52,C,C1,Fully Paid
30000,30000,30000.0, 60 months,15.05,714.49,C,C4,Fully Paid
1000,1000,1000.0, 36 months,14.99,34.67,C,C4,Fully Paid
35000,35000,34975.0, 60 months,21.48,956.35,E,E5,Fully Paid
3100,3100,3100.0, 36 months,23.43,120.7,F,F1,Fully Paid
7000,7000,7000.0, 36 months,13.98,239.18,C,C3,Fully Paid
10000,10000,9750.0, 36 months,12.12,332.72,B,B3,Fully Paid
9100,9100,9100.0, 36 months,13.67,309.56,C,C3,Fully Paid
11000,11000,11000.0, 36 months,20.0,408.8,D,D4,Fully Paid
21000,21000,21000.0, 36 months,6.03,639.15,A,A1,Fully Paid
6000,6000,6000.0, 36 months,7.26,185.98,A,A4,Fully Paid
18000,18000,18000.0, 36 months,9.93,580.22,B,B2,Fully Paid
12000,12000,12000.0, 36 months,11.53,395.89,B,B5,Fully Paid
24000,24000,24000.0, 36 months,12.69,805.08,C,C2,Fully Paid
19000,19000,19000.0, 60 months,13.33,435.53,C,C3,Fully Paid
20000,20000,20000.0, 36 months,9.17,637.58,B,B2,Fully Paid
15625,15625,15625.0, 36 months,18.54,569.13,E,E1,Fully Paid
1500,1500,1500.0, 36 months,14.99,52.0,C,C4,Fully Paid
5000,5000,5000.0, 36 months,11.49,164.86,B,B5,Fully Paid
12000,12000,12000.0, 36 months,6.11,365.67,A,A1,Fully Paid
10500,10500,10500.0, 36 months,12.74,352.48,C,C1,Fully Paid
8250,8250,8250.0, 36 months,13.67,280.65,C,C3,Fully Paid
8000,8000,8000.0, 36 months,5.32,240.92,A,A1,Fully Paid
10000,10000,10000.0, 36 months,16.59,354.5,D,D1,Fully Paid
16000,16000,16000.0, 36 months,13.33,541.65,C,C3,Fully Paid
9000,9000,9000.0, 36 months,11.53,296.92,B,B5,Fully Paid
30000,30000,30000.0, 36 months,19.03,1100.14,D,D3,Fully Paid
2500,2500,2500.0, 36 months,14.31,85.83,C,C4,Fully Paid
20000,20000,20000.0, 60 months,15.61,482.23,D,D1,Fully Paid
5000,5000,5000.0, 36 months,10.75,163.11,B,B4,Fully Paid
4500,4500,4500.0, 36 months,9.99,145.19,B,B3,Fully Paid
9375,9375,9375.0, 36 months,21.49,355.57,D,D5,Fully Paid
4000,4000,4000.0, 36 months,13.99,136.7,C,C4,Fully Paid
9500,9500,9500.0, 36 months,11.49,313.23,B,B5,Fully Paid
2000,2000,2000.0, 36 months,8.59,63.22,A,A5,Fully Paid
20000,20000,19875.0, 36 months,10.99,654.68,B,B3,Fully Paid
3600,3600,3600.0, 36 months,15.31,125.35,C,C2,Fully Paid
8000,8000,8000.0, 36 months,10.99,261.88,B,B2,Fully Paid
5500,5500,5475.0, 36 months,19.53,203.09,D,D5,Fully Paid
8000,8000,8000.0, 36 months,9.92,257.84,B,B2,Fully Paid
22500,22500,22500.0, 36 months,11.99,747.22,C,C1,Fully Paid
5500,5500,5425.0, 36 months,15.61,192.31,D,D1,Fully Paid
11000,11000,11000.0, 60 months,14.49,258.76,C,C4,Fully Paid
17000,17000,16750.0, 36 months,12.59,569.45,C,C2,Fully Paid
16000,16000,16000.0, 36 months,12.61,536.11,C,C1,Fully Paid
9600,9600,9600.0, 36 months,12.12,319.41,B,B3,Fully Paid
15000,15000,15000.0, 36 months,12.12,499.08,B,B3,Fully Paid
14400,14400,14400.0, 36 months,11.99,478.22,C,C1,Fully Paid
24000,24000,23975.0, 36 months,11.14,787.33,B,B2,Fully Paid
9000,9000,9000.0, 36 months,7.89,281.58,A,A5,Fully Paid
1300,1300,1300.0, 36 months,12.74,43.64,C,C1,Fully Paid
19200,19200,19200.0, 60 months,11.99,427.0,C,C1,Fully Paid
35000,35000,35000.0, 36 months,25.82,1406.82,E,E4,Fully Paid
35000,35000,35000.0, 36 months,11.14,1148.18,B,B2,Fully Paid
5950,5950,5950.0, 36 months,20.99,224.14,E,E4,Fully Paid
10000,10000,10000.0, 36 months,7.89,312.86,A,A5,Fully Paid
3025,3025,3025.0, 36 months,12.79,101.62,C,C1,Fully Paid
23200,23200,23200.0, 60 months,19.99,614.53,E,E1,Fully Paid
10000,10000,10000.0, 60 months,10.99,217.38,B,B3,Fully Paid
32350,32350,32350.0, 36 months,6.62,993.27,A,A2,Fully Paid
15000,15000,15000.0, 36 months,9.99,483.94,B,B3,Fully Paid
7500,7500,7500.0, 36 months,13.99,256.3,C,C3,Fully Paid
8000,8000,8000.0, 36 months,6.99,246.99,A,A3,Fully Paid
16000,16000,16000.0, 36 months,14.08,547.47,C,C3,Fully Paid
21000,21000,21000.0, 60 months,14.99,499.48,C,C4,Fully Paid
21000,21000,21000.0, 36 months,7.07,649.1,A,A2,Fully Paid
20000,20000,20000.0, 60 months,25.83,596.8,G,G2,Fully Paid
16000,16000,16000.0, 60 months,11.53,352.13,B,B5,Fully Paid
4000,4000,4000.0, 36 months,11.99,132.84,C,C1,Fully Paid
3500,3500,3500.0, 36 months,8.67,110.77,B,B1,Fully Paid
16000,16000,15950.0, 36 months,13.05,539.49,B,B5,Fully Paid
23500,23500,23500.0, 36 months,12.61,787.41,C,C1,Fully Paid
5500,5500,5500.0, 36 months,6.49,168.55,A,A2,Fully Paid
24000,24000,24000.0, 36 months,7.69,748.65,A,A4,Fully Paid
28000,28000,28000.0, 36 months,6.92,863.54,A,A4,Fully Paid
3600,3600,3600.0, 36 months,12.59,120.59,C,C2,Fully Paid
10000,10000,10000.0, 36 months,10.49,324.98,B,B2,Fully Paid
5000,5000,5000.0, 36 months,18.99,183.26,E,E1,Fully Paid
10000,10000,10000.0, 36 months,10.99,327.34,B,B2,Fully Paid
11975,11975,11975.0, 36 months,7.12,370.42,A,A3,Fully Paid
15000,15000,15000.0, 60 months,13.33,343.84,C,C3,Fully Paid
35000,35000,34975.0, 60 months,19.05,908.89,D,D4,Fully Paid
30000,30000,30000.0, 60 months,14.99,713.55,C,C4,Fully Paid
11725,11725,11725.0, 36 months,15.31,408.24,C,C4,Fully Paid
1500,1500,1500.0, 36 months,15.59,52.44,D,D1,Fully Paid
21000,21000,20975.0, 60 months,16.77,519.32,D,D2,Fully Paid
7500,7500,7500.0, 36 months,16.02,263.76,C,C5,Fully Paid
18350,18350,18350.0, 36 months,15.99,645.05,D,D2,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B2,Fully Paid
7000,7000,7000.0, 36 months,8.18,219.94,B,B1,Fully Paid
6000,6000,6000.0, 36 months,10.9,196.15,B,B4,Fully Paid
25000,25000,25000.0, 60 months,8.18,509.07,B,B1,Fully Paid
6875,6875,6875.0, 36 months,11.99,228.32,B,B3,Fully Paid
15000,15000,15000.0, 36 months,17.99,542.22,D,D2,Fully Paid
12000,12000,12000.0, 36 months,6.97,370.37,A,A3,Fully Paid
8000,8000,8000.0, 36 months,9.8,257.39,B,B3,Fully Paid
27200,27200,27150.0, 60 months,18.24,694.26,D,D5,Fully Paid
22000,22000,22000.0, 60 months,22.15,609.5,E,E5,Fully Paid
23000,23000,23000.0, 36 months,13.49,780.41,C,C2,Fully Paid
5000,5000,5000.0, 36 months,6.89,154.14,A,A3,Fully Paid
20000,20000,20000.0, 60 months,12.74,452.41,C,C1,Fully Paid
5400,5400,5400.0, 36 months,11.99,179.34,B,B3,Fully Paid
15000,15000,14975.0, 60 months,15.61,361.67,D,D1,Fully Paid
10700,10700,10650.0, 36 months,13.11,361.1,B,B4,Fully Paid
17000,17000,16925.0, 36 months,8.9,539.81,A,A5,Fully Paid
35000,35000,35000.0, 60 months,22.2,970.65,E,E4,Fully Paid
6500,6500,6500.0, 36 months,13.67,221.12,B,B5,Fully Paid
10000,10000,10000.0, 36 months,12.79,335.93,C,C1,Fully Paid
10000,10000,10000.0, 36 months,11.47,329.62,B,B5,Fully Paid
7425,7425,7425.0, 36 months,9.75,238.72,B,B3,Fully Paid
6250,6250,6250.0, 36 months,14.99,216.63,C,C5,Fully Paid
20000,20000,20000.0, 36 months,17.77,720.75,D,D1,Fully Paid
12000,12000,12000.0, 60 months,19.99,317.86,E,E3,Fully Paid
3200,3200,3200.0, 36 months,15.05,111.01,C,C4,Fully Paid
4000,4000,4000.0, 36 months,17.77,144.15,D,D1,Fully Paid
7000,7000,7000.0, 36 months,6.24,213.72,A,A2,Fully Paid
8200,8200,8200.0, 36 months,14.08,280.58,C,C3,Fully Paid
8500,8500,8500.0, 36 months,7.89,265.93,A,A5,Fully Paid
5000,5000,5000.0, 36 months,19.99,185.8,D,D4,Fully Paid
28000,28000,28000.0, 36 months,10.99,916.56,B,B4,Fully Paid
3500,3500,3500.0, 36 months,12.99,117.92,C,C1,Fully Paid
1275,1275,1275.0, 36 months,10.42,41.4,B,B3,Fully Paid
13600,13600,13600.0, 60 months,12.69,307.29,C,C2,Fully Paid
22000,22000,22000.0, 36 months,8.67,696.23,B,B1,Fully Paid
12000,12000,11950.0, 36 months,15.61,419.58,D,D1,Fully Paid
31450,31450,31450.0, 36 months,14.64,1084.69,C,C3,Fully Paid
7000,7000,7000.0, 36 months,11.39,230.47,B,B3,Fully Paid
11675,11675,11675.0, 36 months,10.78,381.01,B,B4,Fully Paid
35000,35000,35000.0, 36 months,9.99,1129.19,B,B3,Fully Paid
12000,12000,11975.0, 36 months,11.67,396.69,B,B4,Fully Paid
16750,16750,16750.0, 36 months,13.33,567.04,C,C3,Fully Paid
15950,15950,15950.0, 36 months,7.39,495.34,A,A4,Fully Paid
16375,16375,16375.0, 36 months,13.98,559.5,C,C3,Fully Paid
7500,7500,7500.0, 36 months,9.16,239.06,B,B2,Fully Paid
8000,8000,8000.0, 36 months,14.99,277.29,C,C4,Fully Paid
21000,21000,21000.0, 36 months,11.06,688.11,B,B3,Fully Paid
15000,15000,15000.0, 36 months,11.99,498.15,B,B5,Fully Paid
15000,15000,15000.0, 60 months,16.29,367.09,D,D1,Fully Paid
4800,4800,4800.0, 36 months,10.99,157.13,B,B4,Fully Paid
11500,11500,11500.0, 36 months,12.05,382.24,C,C1,Fully Paid
12000,12000,11975.0, 36 months,12.42,400.99,B,B4,Fully Paid
10000,10000,10000.0, 36 months,16.02,351.67,C,C5,Fully Paid
6350,6350,6350.0, 36 months,13.35,215.03,C,C2,Fully Paid
1500,1500,1500.0, 36 months,15.05,52.04,C,C4,Fully Paid
9000,9000,9000.0, 36 months,9.92,290.07,B,B2,Fully Paid
3000,3000,3000.0, 36 months,8.39,94.55,B,B1,Fully Paid
14000,14000,14000.0, 60 months,23.43,398.14,F,F1,Fully Paid
25000,25000,24750.0, 36 months,7.99,783.3,A,A4,Fully Paid
35000,35000,35000.0, 36 months,11.44,1153.17,B,B4,Fully Paid
3600,3600,3600.0, 36 months,12.62,120.65,C,C1,Fully Paid
14150,14150,14150.0, 36 months,13.49,480.12,C,C2,Fully Paid
16000,16000,16000.0, 36 months,11.49,527.55,B,B5,Fully Paid
13000,13000,13000.0, 36 months,10.15,420.39,B,B2,Fully Paid
8000,8000,8000.0, 36 months,5.32,240.92,A,A1,Fully Paid
21000,21000,21000.0, 36 months,15.99,738.2,C,C5,Fully Paid
6000,6000,6000.0, 36 months,9.8,193.05,B,B3,Fully Paid
6000,6000,6000.0, 36 months,6.83,184.8,A,A3,Fully Paid
20000,20000,20000.0, 36 months,15.31,696.35,C,C5,Fully Paid
4000,4000,4000.0, 36 months,9.75,128.6,B,B3,Fully Paid
28500,28500,28500.0, 36 months,14.99,987.83,C,C5,Fully Paid
25000,25000,25000.0, 36 months,11.99,830.24,C,C1,Fully Paid
36000,36000,36000.0, 60 months,16.14,878.14,C,C4,Fully Paid
40000,40000,40000.0, 60 months,13.59,922.25,C,C2,Fully Paid
15000,15000,15000.0, 36 months,12.69,503.18,C,C2,Fully Paid
12000,12000,12000.0, 60 months,7.89,242.69,A,A5,Fully Paid
27000,27000,27000.0, 36 months,13.33,914.04,C,C3,Fully Paid
10125,10125,10125.0, 36 months,22.99,391.89,F,F2,Fully Paid
15000,15000,15000.0, 36 months,7.39,465.84,A,A4,Fully Paid
4100,4100,4100.0, 36 months,13.59,139.32,C,C2,Fully Paid
7000,7000,7000.0, 36 months,13.33,236.98,C,C3,Fully Paid
24675,24675,24675.0, 60 months,10.75,533.43,B,B4,Fully Paid
7350,7350,7350.0, 36 months,11.53,242.48,B,B5,Fully Paid
2200,2200,2200.0, 36 months,18.06,79.61,D,D2,Fully Paid
20000,20000,20000.0, 60 months,14.08,466.2,C,C3,Fully Paid
20000,20000,20000.0, 60 months,19.03,519.15,D,D3,Fully Paid
9000,9000,9000.0, 36 months,11.47,296.66,B,B5,Fully Paid
27600,27600,27600.0, 60 months,14.99,656.46,C,C5,Fully Paid
3500,3500,3500.0, 36 months,14.09,119.78,B,B5,Fully Paid
9750,9750,9750.0, 36 months,15.31,339.47,C,C2,Fully Paid
3350,3350,3350.0, 36 months,14.31,115.01,C,C4,Fully Paid
40000,40000,40000.0, 60 months,21.45,1092.29,D,D5,Fully Paid
10000,10000,10000.0, 36 months,10.99,327.34,B,B4,Fully Paid
20000,20000,20000.0, 60 months,19.03,519.15,D,D3,Fully Paid
9000,9000,9000.0, 36 months,15.59,314.6,D,D1,Fully Paid
13250,13250,13250.0, 60 months,19.47,347.15,D,D5,Fully Paid
4600,4600,4600.0, 36 months,9.58,147.53,B,B1,Fully Paid
17625,17625,17625.0, 60 months,21.0,476.82,E,E2,Fully Paid
10000,10000,10000.0, 36 months,9.75,321.5,B,B3,Fully Paid
22400,22400,22400.0, 36 months,9.99,722.68,B,B3,Fully Paid
7000,7000,7000.0, 36 months,11.53,230.94,B,B5,Fully Paid
14000,14000,13820.02, 36 months,14.42,481.36,D,D2,Fully Paid
1000,1000,1000.0, 36 months,11.53,33.0,B,B5,Fully Paid
12000,12000,12000.0, 36 months,5.32,361.38,A,A1,Fully Paid
13775,13775,13775.0, 36 months,11.53,454.45,B,B5,Fully Paid
10000,10000,10000.0, 36 months,17.77,360.38,D,D1,Fully Paid
30000,30000,30000.0, 36 months,15.59,1048.65,D,D1,Fully Paid
8000,8000,8000.0, 36 months,9.44,256.04,B,B1,Fully Paid
17000,17000,17000.0, 36 months,9.16,541.87,B,B2,Fully Paid
14000,14000,14000.0, 36 months,10.99,458.28,B,B4,Fully Paid
17625,17625,17625.0, 36 months,10.16,570.04,B,B1,Fully Paid
17300,17300,17300.0, 36 months,9.17,551.51,B,B2,Fully Paid
4000,4000,4000.0, 36 months,9.44,128.02,B,B1,Fully Paid
22000,22000,22000.0, 60 months,14.16,513.73,C,C2,Fully Paid
15000,15000,14446.320082841608, 36 months,7.88,469.22,A,A5,Fully Paid
21000,21000,21000.0, 36 months,6.89,647.37,A,A3,Fully Paid
8800,8800,8800.0, 36 months,9.17,280.54,B,B2,Fully Paid
15000,15000,15000.0, 36 months,6.99,463.09,A,A3,Fully Paid
4800,4800,4800.0, 36 months,14.49,165.2,C,C4,Fully Paid
13925,13925,13925.0, 36 months,16.99,496.4,D,D3,Fully Paid
24000,24000,24000.0, 60 months,11.39,526.5,B,B3,Fully Paid
10000,10000,10000.0, 36 months,11.53,329.91,B,B5,Fully Paid
5000,5000,5000.0, 36 months,7.26,154.99,A,A4,Fully Paid
33225,33225,33225.0, 60 months,16.02,808.33,C,C5,Fully Paid
20000,20000,20000.0, 60 months,19.89,528.66,E,E3,Fully Paid
4700,4700,4700.0, 36 months,16.99,167.55,D,D3,Fully Paid
3900,3900,3900.0, 36 months,14.65,134.53,C,C5,Fully Paid
18425,18425,18425.0, 36 months,12.69,618.07,C,C2,Fully Paid
18000,18000,18000.0, 36 months,10.78,587.43,B,B4,Fully Paid
16100,16100,16100.0, 60 months,25.8,480.14,G,G1,Fully Paid
4750,4750,4750.0, 36 months,8.19,149.27,A,A4,Fully Paid
10200,10200,10200.0, 36 months,10.99,333.89,B,B4,Fully Paid
6000,6000,6000.0, 36 months,11.99,199.26,C,C1,Fully Paid
20000,20000,20000.0, 36 months,11.22,656.86,B,B5,Fully Paid
15000,15000,15000.0, 36 months,14.99,519.91,C,C5,Fully Paid
27050,27050,26975.0, 60 months,11.55,595.58,B,B3,Fully Paid
5000,5000,5000.0, 36 months,11.05,163.82,B,B4,Fully Paid
36000,36000,36000.0, 36 months,7.35,1117.35,A,A4,Fully Paid
15000,15000,15000.0, 36 months,8.99,476.93,B,B1,Fully Paid
10000,10000,10000.0, 36 months,7.9,312.91,A,A4,Fully Paid
5000,5000,5000.0, 36 months,6.49,153.23,A,A2,Fully Paid
18925,18925,18925.0, 36 months,13.05,638.12,B,B5,Fully Paid
1000,1000,1000.0, 36 months,7.24,30.99,A,A3,Fully Paid
8350,8350,8350.0, 36 months,15.31,290.73,C,C4,Fully Paid
15000,15000,15000.0, 36 months,8.9,476.3,A,A5,Fully Paid
18000,18000,18000.0, 36 months,15.61,629.37,D,D1,Fully Paid
